version,caseid,mode,weight_full,registered,ideo,ideoHarris,ideoTrump,ideoDems,ideoReps,pid7,supportVoterID,supportFelonVote,supportTransSports,supportLGJob,supportBirthright,supportWall,attend,age,marital,educ,activeduty,union,race,children,havepassport,gender,transgender,sexualorientation,income,concernedhealthcare,polviolence,polviolchange,watchHannity,watchMaddow,watchSharkTank,watchNCIS,watchAndersonCooper,watch60Minutes,watchMeetThePress,watchPriceIsRight,watchGMA,watchToday,watchSNL,mobilProtest,mobilPetition,mobilDonate,mobilArgue,mobilContact,voted2024,votechoice24,howvoted24,howdifficultvote,harrisFT,trumpFT,DemHouseCandFT,RepHouseCandFT,walzFT,vanceFT,bidenFT,fundamentalistsFT,feministsFT,liberalsFT,unionsFT,bigbusinessFT,conservativesFT,scotusFT,gaylesbianFT,congressFT,muslimsFT,christiansFT,magaFT,jewsFT,policeFT,transFT,blmFT,nraFT,fbiFT,ruralFT,plannedParenthoodFT,houseIncumbent,importImmig,importCost,importClimate,importGuns,importAbortion,democImport,officialsDontCare,noSay,tooComplicated,understandPol,votesCountedFairly,affirmativeAction,vaccinesSchools,greenhouseGas,backgroundChecks,assaultRifles,rural,supportTransMilitary,intpol,preferDemoc,ctAuthority,usDemocracy,trustCongress,trustGovernment,trustJudiciary,trustScientists,trustParties,trustMedia,asianamericanFT,hispanicFT,blacksFT,illegalImmigrantFT,whitesFT,winner2020,state,harris24,trump24,female,dem,independent,gop,hispanic,white,black,aapi
ANES2024TimeSeries_20250808,218450,2,,1,4,3,6,3,7,3,,3,4,1,7,6,2,70,3,4,3,2,1,0,2,1,2,1,3,1,1,2,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,1,1,1,1,70,10,,20,75,5,80,20,50,60,80,60,50,50,50,50,50,50,10,80,70,50,50,10,75,70,80,3,4,2,1,2,2,1,2,2,4,3,2,3,1,1,1,1,1,3,2,2,3,9,3,2,2,2,3,2,75,80,75,60,85,2,FL,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,218487,2,,1,,4,1,6,1,3,,2,7,1,7,7,2,41,2,3,3,2,1,2,2,2,2,1,2,2,1,1,,,,,,,,,,,,2,1,2,1,2,1,1,2,1,85,0,,30,50,50,50,40,85,70,85,60,60,85,100,60,60,50,15,100,75,85,85,75,70,50,100,1,2,1,3,1,1,1,2,3,2,2,4,2,1,2,1,1,3,1,2,1,1,8,2,2,2,1,2,2,100,100,100,85,70,2,AR,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,218516,2,,1,4,4,4,4,4,4,2,6,1,3,4,6,2,26,5,4,3,2,2,0,2,2,2,1,1,5,3,4,,,,,,,,,,,,2,2,2,1,2,0,,3,6,30,50,,,0,0,0,60,100,60,60,50,50,40,100,50,100,70,50,100,60,100,100,40,85,100,85,3,1,1,3,1,1,3,4,3,3,2,5,3,1,6,7,6,2,2,1,3,3,5,2,3,3,3,2,3,50,50,100,60,50,2,AR,,,1,0,1,0,0,0,1,0
ANES2024TimeSeries_20250808,218551,2,,2,,2,7,2,6,2,2,2,6,1,4,3,1,42,1,4,1,2,1,0,2,1,2,3,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,90,10,,,85,30,85,50,,80,,40,10,40,,50,,58,0,,50,50,,,50,,,2,3,2,2,4,4,2,2,2,4,3,3,6,1,2,1,5,3,3,2,1,2,6,2,2,2,2,2,2,75,70,70,50,85,2,NC,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,218563,2,,1,5,2,7,1,7,6,1,3,4,1,4,6,1,,1,5,3,2,3,0,1,2,2,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,1,60,15,15,,70,0,15,0,70,40,50,15,40,40,85,30,50,85,15,100,70,50,30,60,80,50,70,3,2,1,1,1,3,1,2,2,3,3,2,4,6,1,1,1,1,4,4,2,2,8,3,2,2,1,3,2,50,100,50,30,50,1,TX,0,1,1,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,218575,,,1,1,3,5,5,5,2,2,6,4,2,1,6,2,39,5,3,3,2,2,0,1,2,2,1,3,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,218587,2,,2,,5,7,5,7,4,,2,7,1,7,7,2,23,5,3,3,2,3,0,1,2,2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,,3,6,50,0,,,50,0,50,0,100,30,100,0,15,0,100,0,100,100,0,100,0,100,100,0,15,100,100,4,5,1,1,1,1,2,1,3,3,3,5,3,1,1,1,1,1,2,2,4,2,5,4,4,3,1,4,2,100,100,100,100,100,2,TX,,,1,0,1,0,1,0,0,0
ANES2024TimeSeries_20250808,218598,2,,1,4,5,2,5,3,1,,4,4,1,4,4,1,60,1,2,3,2,3,4,2,1,2,1,3,5,3,4,,,,,,,,,,,,2,2,2,2,2,0,,3,6,85,40,,,60,50,15,50,60,50,70,60,60,50,50,50,40,60,60,40,60,40,70,50,85,70,85,4,2,1,3,1,1,2,2,2,3,3,3,2,6,6,7,6,1,4,2,3,1,6,3,3,3,3,3,3,70,100,50,40,50,2,TX,,,0,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,218622,2,,1,1,4,7,5,7,2,1,1,7,1,7,7,2,22,5,4,3,2,1,0,2,2,2,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,75,,,15,70,5,10,0,100,70,100,0,0,0,100,30,60,30,0,60,0,100,100,0,60,50,100,2,5,2,1,2,1,1,1,1,4,3,2,2,2,1,1,1,1,1,1,4,2,4,3,3,2,1,4,4,60,60,60,60,60,2,TX,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,218628,,,2,6,1,7,1,7,5,2,2,1,3,4,3,2,32,1,3,2,1,3,0,2,1,2,1,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,218651,2,,1,3,4,5,6,6,6,2,6,4,1,6,7,1,,5,3,3,2,3,2,1,2,2,1,5,1,1,1,0,0,1,1,0,1,0,1,0,1,1,2,2,2,2,2,1,2,1,1,40,80,60,,60,50,0,60,60,60,80,70,60,70,60,70,80,60,60,80,60,60,80,30,60,60,75,2,1,1,2,2,4,4,2,2,2,2,2,4,2,4,1,2,3,4,3,2,2,7,3,3,3,2,3,2,100,100,100,100,100,2,TX,0,1,1,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,218657,2,,1,4,3,7,3,4,2,,3,7,1,7,7,2,42,5,3,3,2,3,0,2,2,2,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,1,1,1,1,50,30,,,50,50,60,40,50,50,50,40,50,50,50,40,50,50,50,70,50,50,50,50,50,70,85,2,3,1,3,3,5,2,3,3,3,3,3,4,4,2,2,2,3,4,2,1,1,10,2,2,2,2,2,2,100,100,100,85,100,2,TX,1,0,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,218681,2,,1,4,4,2,5,3,7,1,4,4,2,7,4,2,42,3,3,3,2,3,2,2,2,2,1,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,1,1,1,3,60,20,,60,,,,75,100,75,58,65,65,55,40,70,5,,,65,70,30,85,40,70,68,100,2,1,1,2,3,3,1,3,2,3,4,4,4,4,4,2,4,3,4,3,3,3,3,2,2,2,2,2,2,65,95,80,85,70,2,TX,1,0,1,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,218693,2,,1,4,1,2,1,6,3,1,1,1,2,7,1,2,35,3,4,3,2,3,0,1,2,2,1,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,2,0,,3,6,0,0,,,15,0,15,40,80,80,60,75,100,85,0,100,15,100,0,100,100,0,0,85,100,100,100,2,1,1,1,3,1,1,5,5,5,3,1,5,1,1,1,7,1,5,2,1,1,8,2,2,2,1,2,2,100,100,,20,100,2,TX,,,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,218739,,,2,5,1,6,1,6,5,1,2,1,1,4,4,1,35,1,4,3,2,3,2,2,1,2,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,218787,2,,1,2,2,7,2,6,1,1,4,1,1,7,1,1,54,1,4,3,2,3,0,1,2,2,1,5,1,5,4,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,0,,3,6,100,50,,,50,50,100,50,70,85,0,50,50,15,85,15,50,85,50,85,100,85,85,50,100,50,100,4,1,1,1,3,1,1,2,2,4,2,4,5,1,1,1,1,1,4,4,1,2,8,3,3,3,2,4,2,85,85,85,85,85,2,TX,,,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,218805,2,,1,4,3,5,5,3,1,,2,2,1,4,4,1,37,5,2,3,2,2,1,2,2,2,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,85,70,,,50,50,60,40,50,40,60,40,40,40,70,40,50,85,40,50,40,60,85,40,50,90,50,1,2,2,2,2,3,2,2,3,4,3,2,5,4,4,2,7,3,6,2,3,1,9,2,2,2,2,1,1,50,50,85,50,40,2,AR,1,0,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,218811,2,,2,,7,7,7,7,7,3,1,4,4,2,1,1,37,3,3,3,2,3,2,1,1,2,1,3,2,1,4,,,,,,,,,,,,2,2,2,2,2,0,,3,6,50,100,,,50,50,15,50,50,50,100,85,50,50,0,50,50,70,100,50,50,0,0,50,50,50,85,3,1,1,3,1,1,3,3,1,3,4,1,4,4,4,1,1,1,7,3,3,3,5,2,2,3,2,2,2,50,50,50,50,50,1,TX,,,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,218829,3,,,5,1,6,,,5,,,,,,,,60,5,3,,,1,,,,,,2,,,,,,,,,,,,,,,2,2,,1,,1,2,2,1,0,100,,,0,100,0,60,50,0,50,30,78,82,50,30,50,,80,85,95,45,0,90,35,85,50,,1,1,5,2,3,2,2,2,3,,3,,,,,,2,,3,,,,,,,,,4,85,85,85,0,85,,TX,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,218847,,,1,,3,4,3,4,2,1,1,1,1,6,7,1,65,1,3,3,2,2,1,2,1,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,0,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,218870,2,,1,7,7,1,7,2,1,3,2,4,3,3,4,2,48,4,1,3,2,6,5,2,2,1,4,2,5,5,4,,,,,,,,,,,,1,2,2,2,2,1,1,1,1,100,0,,,100,0,85,100,0,100,100,100,50,85,100,100,50,100,0,100,40,100,100,50,70,50,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,2,6,3,4,4,2,4,4,4,4,4,4,50,50,50,50,50,2,TX,1,0,1,1,0,0,0,0,0,0
ANES2024TimeSeries_20250808,218906,2,,1,4,3,6,3,7,2,2,2,1,1,7,4,,63,1,2,3,2,3,0,1,1,2,1,,4,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,70,15,,30,60,50,50,50,60,60,70,40,60,40,40,50,40,85,40,70,60,30,50,40,50,70,70,3,2,1,2,1,2,1,2,4,2,4,2,4,2,1,1,1,1,6,2,2,1,9,3,2,3,2,3,3,60,85,40,40,85,2,TX,1,0,0,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,218935,2,,1,4,4,3,4,3,1,,4,1,2,4,4,1,68,2,4,3,2,2,0,2,2,2,1,3,1,1,1,,,,,,,,,,,,2,2,2,2,2,1,1,1,1,100,0,,,,85,100,85,,50,85,50,70,60,50,70,,85,0,60,85,40,100,,85,85,85,1,2,2,2,1,2,2,2,2,2,3,3,4,1,4,2,2,1,4,2,3,3,5,2,2,2,2,2,2,60,60,85,50,60,2,TX,1,0,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,218958,2,,1,,4,4,4,4,4,,4,4,3,4,4,2,20,5,1,3,2,1,0,2,2,2,1,1,5,3,4,,,,,,,,,,,,1,2,2,2,1,0,,3,6,0,75,,,50,50,50,100,100,50,100,50,50,50,100,50,100,100,100,100,100,100,100,100,100,100,100,2,4,4,2,4,2,3,1,4,5,4,5,5,5,5,5,2,3,2,2,4,1,1,2,2,1,4,3,1,100,100,100,0,100,2,TN,,,1,0,1,0,0,1,0,0
ANES2024TimeSeries_20250808,218970,,,1,,1,6,1,4,4,1,1,1,3,1,1,2,80,1,1,3,2,1,0,1,1,2,1,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,,,0,0,1,0,0,1,0,0
ANES2024TimeSeries_20250808,218982,2,,1,,4,4,4,4,7,1,1,2,1,2,1,2,76,2,1,3,2,1,0,1,2,2,1,3,1,1,4,0,0,1,1,0,0,0,1,1,0,0,2,2,2,2,2,1,2,1,1,30,70,50,,60,70,60,60,40,50,60,50,50,60,50,50,40,100,50,70,80,40,50,60,60,60,30,3,2,1,4,2,2,2,2,2,3,3,2,6,1,2,1,1,2,7,3,2,2,8,2,2,2,2,3,3,60,70,60,40,70,1,TX,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219000,2,,1,2,2,7,3,7,3,1,1,5,3,4,6,2,51,1,3,3,2,1,2,1,2,2,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,1,3,80,0,,0,50,50,50,50,70,50,50,50,70,30,50,50,50,50,0,50,85,50,50,50,60,,50,3,4,2,2,1,1,4,1,2,2,3,1,4,4,4,1,7,3,4,4,3,3,5,3,3,2,2,4,4,50,50,50,50,50,2,TX,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,219014,,,1,3,2,7,3,7,1,3,2,6,2,6,7,1,73,3,4,3,2,1,0,2,1,2,1,3,3,1,3,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,219032,2,,1,4,3,5,2,7,1,,1,4,1,4,4,2,19,5,2,3,2,4,0,1,1,2,1,4,3,1,2,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,2,1,1,1,1,85,0,,50,100,40,85,15,60,70,85,30,60,40,60,15,50,70,0,60,60,60,60,15,50,70,70,4,2,4,2,2,3,1,1,2,4,3,2,2,1,1,1,1,2,1,1,1,1,8,2,2,2,1,2,2,70,60,,50,60,2,LA,1,0,0,1,0,0,0,0,0,1
ANES2024TimeSeries_20250808,219050,2,,1,4,4,4,4,4,4,2,4,4,4,6,7,1,60,5,3,3,2,1,0,2,1,2,1,4,3,1,4,0,0,1,0,0,1,0,0,0,1,0,2,2,2,2,2,1,2,1,1,60,85,55,,55,70,65,55,30,65,55,40,55,70,70,30,40,75,75,60,80,0,40,70,70,55,40,4,1,1,3,4,4,2,2,2,2,3,1,6,6,2,2,1,2,6,2,2,3,7,4,3,2,4,4,2,45,25,55,45,80,2,AR,0,1,0,0,1,0,0,1,0,0
ANES2024TimeSeries_20250808,219056,2,,1,4,4,7,3,7,3,,1,7,1,1,7,2,32,5,2,3,2,2,0,2,1,2,1,5,3,1,4,0,1,0,0,0,1,0,0,0,0,1,2,2,2,2,2,1,1,1,1,70,0,,50,85,0,75,50,15,50,70,40,50,50,50,50,50,,25,50,35,0,45,50,50,65,50,2,3,1,3,2,4,2,3,2,4,3,1,4,4,2,4,7,2,4,2,1,1,10,2,2,2,2,2,2,50,50,50,70,50,2,TX,1,0,0,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,219092,2,,1,5,1,4,2,6,6,1,2,1,1,1,4,2,62,1,5,3,2,1,1,1,1,2,1,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,50,50,50,,50,60,50,40,50,50,70,40,60,60,50,50,40,50,50,50,60,40,40,70,40,70,60,2,1,2,3,4,5,4,1,1,4,3,2,6,1,4,2,6,3,4,2,1,2,7,3,3,2,1,3,3,70,60,60,15,60,2,AR,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219098,2,,1,7,1,6,1,6,7,1,7,7,1,1,1,2,63,1,3,3,2,5,0,2,2,2,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,3,0,100,0,,0,100,0,50,40,30,50,70,60,60,50,70,50,85,100,70,100,40,0,100,100,100,40,4,1,1,4,1,5,5,2,1,5,1,2,5,1,4,1,4,2,1,1,5,5,1,4,2,3,4,4,4,100,70,70,0,85,1,TX,0,1,1,0,0,1,0,0,0,0
ANES2024TimeSeries_20250808,219104,2,,1,6,1,6,2,5,7,1,7,1,1,4,1,1,80,1,3,2,2,1,0,1,1,2,1,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,0,100,40,,15,85,0,85,70,40,70,85,100,100,50,60,85,100,100,100,100,50,40,70,85,85,15,4,1,2,3,3,3,1,2,1,3,3,2,5,1,1,1,1,2,4,1,1,1,9,2,2,1,2,2,3,85,85,85,0,,2,TX,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219155,2,,2,3,2,6,1,6,3,2,6,3,1,3,3,2,36,1,5,3,2,4,1,2,1,2,1,5,2,1,2,,,,,,,,,,,,2,2,2,2,2,0,,3,6,60,50,,,50,30,40,40,50,60,60,40,50,40,50,40,40,50,30,40,40,40,40,30,40,50,60,2,2,1,2,2,3,3,1,1,3,3,2,7,1,2,1,1,1,4,3,2,2,7,2,2,2,2,3,2,60,60,40,40,50,2,FL,,,0,1,0,0,0,0,0,1
ANES2024TimeSeries_20250808,219173,,,1,2,7,1,7,2,7,1,1,1,4,7,1,1,53,1,,3,2,3,1,1,1,2,1,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,219208,2,,2,2,2,6,2,6,2,2,3,3,,6,7,2,20,5,3,3,2,2,0,1,2,2,3,,2,1,2,0,0,1,0,0,0,0,0,1,0,0,2,2,2,2,2,1,1,2,2,80,5,,,50,50,65,50,60,60,30,40,40,50,75,50,50,50,15,70,60,70,70,50,20,85,100,2,3,1,2,2,2,2,2,2,1,5,2,5,2,3,1,2,1,2,4,2,2,8,2,3,3,1,3,3,75,75,75,70,50,2,KY,1,0,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,219232,2,,2,5,4,7,1,6,6,2,4,1,2,4,4,2,37,5,5,3,2,1,0,1,2,2,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,3,5,3,1,4,3,3,4,4,4,4,4,4,2,6,3,3,3,5,3,3,3,3,3,3,,,,,,1,KY,,,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219244,2,,2,4,4,1,1,1,1,2,6,6,3,2,6,2,59,3,1,3,2,1,0,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,2,2,1,2,0,,3,6,100,15,,,10,0,100,50,85,50,100,60,70,50,85,80,85,50,50,85,70,85,100,100,100,85,100,2,1,1,3,1,1,2,1,2,3,3,2,1,1,1,1,1,2,1,2,2,1,6,2,3,2,2,2,2,50,100,100,0,100,2,KY,,,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,219279,,,1,,,,,,1,1,7,4,3,2,4,1,74,1,4,3,2,2,0,1,1,2,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,,,0,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,219297,,,1,,7,3,7,7,5,1,7,2,4,7,6,2,22,5,2,3,2,2,0,2,1,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,,,0,0,0,1,0,0,1,0
ANES2024TimeSeries_20250808,219303,2,,1,4,3,7,3,7,3,2,2,7,1,7,7,1,24,5,4,3,2,3,0,1,2,2,1,4,4,1,2,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0,,3,6,80,0,,,50,0,60,20,100,100,50,30,20,40,100,20,50,20,0,100,30,100,100,50,60,50,100,2,3,1,1,1,1,1,1,1,1,3,3,2,1,4,1,1,2,1,2,2,2,5,2,3,2,1,3,4,85,85,85,85,50,2,SC,,,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,219350,2,,1,7,6,1,7,1,1,2,6,6,3,6,6,1,50,5,5,1,2,1,2,1,1,2,1,5,1,2,6,,,,,,,,,,,,2,2,2,1,1,0,,3,6,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,2,2,2,2,2,2,2,2,3,2,3,2,6,6,6,6,3,6,3,2,2,10,3,3,3,3,3,3,100,100,100,100,100,2,TX,,,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,219373,2,,2,7,2,7,3,7,7,1,3,6,2,4,1,1,40,2,1,3,2,1,0,1,1,2,1,3,1,1,4,0,0,1,0,0,1,0,1,0,0,1,2,1,2,2,2,1,2,1,1,15,85,,,70,65,80,90,35,0,65,60,100,80,55,65,20,100,65,70,70,45,50,100,90,79,60,1,2,1,1,3,1,2,3,2,4,1,2,4,6,2,1,4,1,7,1,2,1,7,2,2,2,2,2,2,45,40,60,30,100,2,TX,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219391,2,,1,3,3,6,3,6,3,3,4,4,1,6,6,2,19,5,2,3,2,1,1,2,2,2,3,1,3,1,2,,,,,,,,,,,,2,1,2,1,2,0,,3,6,70,30,,,70,15,50,30,70,60,85,30,30,50,100,50,70,40,15,70,40,85,70,30,50,50,60,3,2,1,1,1,1,3,2,3,4,3,4,4,1,1,1,2,3,1,3,3,2,4,2,2,2,2,2,3,50,50,50,50,50,2,TX,,,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,219397,,,1,5,2,1,3,3,7,1,3,3,4,3,1,2,25,5,2,3,2,2,0,2,1,2,1,3,1,1,6,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,1,0,0,0,0,1,0,0,1,0
ANES2024TimeSeries_20250808,219426,,,,,2,1,,,7,,,,,,,,54,3,3,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,219491,,,2,6,2,7,1,6,7,1,1,1,1,1,1,1,23,5,4,3,2,1,0,1,2,2,1,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219497,2,,2,,5,5,6,4,6,2,4,7,2,7,6,1,40,4,1,2,2,2,0,2,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,,3,6,0,100,,,50,60,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4,4,2,1,1,1,1,3,2,2,2,1,7,2,4,7,1,1,6,4,3,2,4,3,2,2,3,1,4,0,0,0,50,0,2,TX,,,0,0,0,1,0,0,1,0
ANES2024TimeSeries_20250808,219521,,,2,2,4,7,6,6,3,2,3,1,1,7,4,2,21,1,1,3,2,3,0,2,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,219538,3,,,7,1,7,,,7,,,,,,,,69,1,4,,,1,,,,,,5,,,,,,,,,,,,,,,2,2,,1,,1,2,1,1,0,100,,,0,100,0,90,30,0,50,85,100,70,70,70,30,,100,100,100,50,0,100,0,100,0,,1,1,5,1,1,1,2,2,2,,4,,,,,,3,,4,,,,,,,,,4,100,100,100,0,100,,TX,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,219556,2,,1,4,3,7,2,7,4,1,4,4,2,3,6,2,40,5,4,3,2,2,0,2,1,2,1,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,2,1,1,1,1,70,20,,5,50,6,60,0,50,40,55,15,30,0,50,5,70,90,0,50,60,60,85,2,70,70,85,4,3,1,2,1,1,2,2,2,4,3,2,5,2,3,2,5,1,4,2,2,1,4,3,4,3,2,4,4,85,90,85,,60,2,TX,1,0,0,0,1,0,0,0,1,0
ANES2024TimeSeries_20250808,219562,,,1,2,2,2,2,2,4,,4,4,4,4,4,1,28,1,2,3,2,6,8,2,2,2,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,,,1,0,1,0,0,0,0,0
ANES2024TimeSeries_20250808,219568,2,,2,2,5,4,4,4,6,,4,4,1,4,6,2,37,5,1,3,2,3,0,2,1,2,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,4,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,2,2,2,2,2,3,2,2,2,2,2,2,6,6,6,6,2,6,2,2,2,2,2,2,2,2,2,1,50,50,50,50,50,1,TX,0,1,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,219586,2,,1,5,5,5,5,5,4,2,6,6,4,6,7,2,30,5,2,3,2,2,0,2,1,2,1,3,2,2,2,,,,,,,,,,,,2,2,2,1,2,1,2,1,2,40,40,40,,40,50,15,70,70,70,80,70,70,70,70,40,60,100,40,70,40,0,70,30,30,40,40,3,1,1,1,1,1,3,2,2,2,2,2,1,4,4,4,4,1,4,2,3,3,4,2,2,2,2,2,2,80,40,100,40,40,2,TX,0,1,0,0,1,0,0,0,1,0
